index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
167254,600,7,02/06/2013,0,0,0,0,0,0.0
495000,909,6,02/03/2013,903,1,0,0,0,7955.87890625
486819,512,5,14/06/2013,1483,1,0,0,0,10134.587890625
221647,679,7,28/06/2015,0,0,0,0,0,0.0
59871,1112,1,23/06/2014,702,1,0,0,0,5994.17919921875
332688,310,6,08/11/2014,765,1,0,0,0,6627.97314453125
478204,684,1,30/09/2013,484,1,0,0,0,4849.3115234375
159735,798,2,04/06/2013,1144,1,1,0,0,10017.740234375
349389,807,3,23/04/2014,865,1,0,0,1,6746.80859375
309206,386,1,23/12/2013,1407,1,0,0,1,13499.7890625
395511,872,3,26/06/2013,718,1,0,0,0,6043.49267578125
90526,304,4,16/10/2014,993,1,0,0,0,7558.60009765625
221399,1015,2,06/01/2015,523,1,1,0,1,6190.78564453125
436085,145,4,08/01/2015,1247,1,1,0,0,10895.7607421875
194217,665,7,01/06/2014,0,0,0,0,0,0.0
272392,472,1,16/02/2015,805,1,1,0,0,8444.3759765625
658793,334,4,26/12/2013,0,0,0,c,1,0.0
654873,250,2,25/02/2014,512,1,0,0,0,4551.41064453125
211644,513,2,12/05/2015,1819,1,0,0,0,12019.58984375
117959,838,4,31/07/2014,832,1,1,0,1,8678.9638671875
58053,1113,7,28/07/2013,0,0,0,0,0,0.0
82267,549,3,02/01/2013,450,1,0,0,1,4447.29296875
310401,674,1,24/03/2014,988,1,0,0,0,7451.28955078125
453416,368,5,08/03/2013,781,1,1,0,0,7467.71630859375
131137,941,2,26/05/2015,597,1,0,0,1,5710.81982421875
648819,398,6,17/08/2013,657,1,0,0,0,5575.31494140625
533095,947,1,27/10/2014,1008,1,0,0,1,7587.4853515625
289658,669,1,17/03/2014,384,1,1,0,0,4789.943359375
692829,574,2,26/03/2013,781,1,1,0,1,8033.45849609375
583139,464,1,05/01/2015,1189,1,1,0,0,11464.818359375
303470,795,2,02/07/2013,548,1,1,0,0,6112.78564453125
428063,77,2,18/11/2014,528,1,0,0,0,4926.86279296875
325005,314,5,27/03/2015,554,1,0,0,0,5505.552734375
691327,919,1,06/04/2015,0,0,0,b,1,0.0
583126,18,2,29/10/2013,593,1,0,0,1,5170.16650390625
554584,323,7,01/06/2014,0,0,0,0,0,0.0
402669,419,1,24/02/2014,736,1,0,0,0,5916.72900390625
524078,805,3,27/05/2015,439,1,0,0,1,4760.26220703125
410577,804,5,20/12/2013,613,1,1,0,0,7482.4248046875
83727,274,5,10/04/2015,1000,1,0,0,1,8085.87841796875
398207,130,4,03/04/2014,598,1,1,0,0,6350.294921875
296422,598,2,03/03/2015,797,1,1,0,0,8405.552734375
116431,182,4,05/03/2015,430,1,1,0,0,4936.9296875
88042,601,7,14/07/2013,0,0,0,0,1,0.0
381942,871,6,06/04/2013,510,1,0,0,0,4813.8525390625
683136,506,7,14/12/2014,0,0,0,0,0,0.0
324133,372,4,11/07/2013,675,1,0,0,0,5848.45751953125
88498,491,2,04/11/2014,640,1,1,0,0,7189.16748046875
87543,793,3,20/03/2013,376,1,1,0,0,4249.84765625
56178,604,6,05/10/2013,571,1,0,0,0,5438.6123046875
599498,691,7,08/12/2013,0,0,0,0,0,0.0
383075,873,4,16/05/2013,502,1,1,0,0,5483.02685546875
465581,597,5,27/03/2015,697,1,0,0,1,6464.1572265625
468024,800,1,21/07/2014,333,1,0,0,0,3307.95458984375
292967,861,1,07/01/2013,319,1,1,0,0,4200.02587890625
317940,944,1,25/11/2013,1166,1,0,0,0,9154.3056640625
176410,571,7,08/12/2013,0,0,0,0,0,0.0
216941,563,5,16/01/2015,695,1,1,0,0,7080.869140625
403310,93,7,28/12/2014,0,0,0,0,0,0.0
582630,180,3,18/12/2013,1043,1,1,0,0,11477.130859375
557793,457,6,02/03/2013,402,1,0,0,0,4035.038818359375
622262,420,4,10/04/2014,404,1,0,0,0,3970.91357421875
592631,878,1,22/12/2014,1143,1,0,0,1,11562.666015625
519167,106,6,21/09/2013,547,1,0,0,0,4882.521484375
81095,402,2,13/01/2015,599,1,1,0,0,6481.40478515625
278475,829,1,09/09/2013,980,1,1,0,0,9567.9697265625
309440,981,3,11/03/2015,662,1,0,0,0,5857.0263671875
559029,464,7,15/03/2015,0,0,0,0,0,0.0
195744,917,7,08/09/2013,0,0,0,0,0,0.0
688691,313,2,08/07/2014,685,1,0,0,0,5998.5849609375
362710,210,6,15/02/2014,325,1,0,0,0,3327.371337890625
188567,741,4,30/01/2014,811,1,0,0,1,6456.2822265625
133940,1079,7,24/02/2013,0,0,0,0,0,0.0
156096,869,6,17/01/2015,602,1,0,0,0,5533.70166015625
132760,154,3,28/05/2014,817,1,0,0,0,7268.08837890625
637460,391,7,13/07/2014,0,0,0,0,0,0.0
611184,424,6,18/05/2013,751,1,0,0,0,6376.662109375
465423,534,4,27/03/2014,461,1,0,0,0,4350.48876953125
86530,1055,7,08/03/2015,0,0,0,0,0,0.0
55302,705,6,16/11/2013,647,1,0,0,0,6095.1064453125
470965,862,5,08/08/2014,1096,1,1,0,1,9611.5849609375
311624,54,2,14/07/2015,667,1,1,0,1,7321.1640625
544352,632,4,18/04/2013,759,1,0,0,0,6233.5625
506873,420,3,21/08/2013,312,1,0,0,1,3078.885986328125
367408,578,4,02/04/2015,1185,1,1,0,1,11543.55859375
69380,496,4,13/11/2014,764,1,1,0,0,7390.39599609375
137949,14,6,05/01/2013,335,1,0,0,0,3139.01904296875
671829,414,2,13/05/2014,369,1,0,0,0,3688.912109375
580579,84,5,08/05/2015,1413,1,1,0,0,12055.447265625
460337,962,7,28/06/2015,0,0,0,0,0,0.0
72040,80,1,27/01/2014,463,1,0,0,0,4182.8134765625
267599,366,2,27/05/2014,536,1,0,0,0,5015.1357421875
400329,845,3,28/01/2015,298,1,1,0,0,3540.012939453125
259125,383,1,13/01/2014,2016,1,0,0,0,13267.5
570341,1001,1,12/08/2013,761,1,1,0,1,8278.0439453125
292860,409,2,01/10/2013,437,1,0,0,0,4206.23291015625
143414,1111,4,18/12/2014,540,1,1,0,0,6490.07080078125
137125,514,6,18/01/2014,506,1,0,0,0,4734.3564453125
639818,422,1,25/02/2013,412,1,0,0,0,3814.3310546875
533554,430,6,06/07/2013,732,1,0,0,0,6177.89111328125
623418,1051,3,08/05/2013,936,1,0,0,0,7571.04248046875
278092,968,3,27/02/2013,864,1,0,0,0,6833.423828125
514654,349,6,07/03/2015,896,1,0,0,0,7568.50244140625
561910,702,4,28/11/2013,303,1,0,0,0,3131.94970703125
701750,588,1,25/02/2013,593,1,0,0,0,5060.4990234375
368628,432,3,08/05/2013,1643,1,0,0,1,11213.056640625
427940,327,7,06/10/2013,0,0,0,0,0,0.0
632474,500,6,25/01/2014,428,1,0,0,0,4089.079345703125
493321,304,1,04/03/2013,1426,1,1,0,0,12873.4560546875
194837,588,5,03/05/2013,761,1,1,0,0,7643.197265625
13386,420,6,01/06/2013,417,1,0,0,0,4263.28515625
106465,820,1,02/02/2015,1043,1,1,0,0,10609.4697265625
373821,1064,3,11/12/2013,950,1,0,0,0,7993.81396484375
323154,921,1,04/02/2013,1552,1,1,0,1,13499.1220703125
344637,601,2,08/07/2014,312,1,0,0,0,3014.437255859375
612849,698,6,26/04/2014,1823,1,0,0,0,12132.9853515625
678808,473,4,16/05/2013,548,1,1,0,0,5855.33642578125
390686,177,5,22/02/2013,506,1,1,0,0,5413.85009765625
656742,46,6,30/11/2013,758,1,0,0,0,7806.67578125
452662,1002,4,29/01/2015,685,1,1,0,0,7090.40380859375
626538,360,1,18/05/2015,956,1,1,0,0,9398.85546875
6612,781,6,06/07/2013,422,1,0,0,0,4037.84814453125
547467,738,6,01/06/2013,673,1,0,0,0,6458.9970703125
149120,929,4,07/11/2013,735,1,1,0,0,7372.24169921875
638768,152,5,07/06/2013,705,1,1,0,0,6810.34912109375
50733,943,3,11/09/2013,606,1,1,0,0,6294.66455078125
441839,27,5,11/10/2013,942,1,1,0,0,8417.302734375
711775,402,3,12/06/2013,480,1,0,0,0,4551.03466796875
162296,818,3,01/07/2015,786,1,1,0,0,8286.7021484375
623869,327,1,07/10/2013,1144,1,1,0,0,10720.34375
546116,47,2,05/03/2013,1104,1,1,0,1,9925.1484375
10502,136,1,27/04/2015,566,1,1,0,0,6957.04931640625
308346,903,6,03/01/2015,923,1,0,0,0,7991.4599609375
45430,1066,1,05/08/2013,1049,1,0,0,1,8017.833984375
416175,510,6,08/11/2014,507,1,0,0,0,4856.84130859375
19537,4,1,07/10/2013,1600,1,1,0,1,13339.4912109375
602719,888,7,19/07/2015,0,0,0,0,0,0.0
65640,129,2,25/06/2013,892,1,0,0,0,6943.40625
19546,983,2,22/07/2014,1048,1,0,0,1,7968.02001953125
512455,289,7,07/06/2015,0,0,0,0,0,0.0
636446,650,2,11/06/2013,623,1,0,0,0,5461.13330078125
9810,579,7,21/09/2014,0,0,0,0,0,0.0
505562,138,6,23/08/2014,299,1,0,0,0,2806.152587890625
577498,1107,3,05/03/2014,733,1,1,0,1,7520.064453125
320874,458,4,26/12/2013,0,0,0,c,1,0.0
685295,1010,4,26/03/2015,662,1,0,0,0,5920.14013671875
9023,131,1,21/07/2014,503,1,0,0,1,4612.82763671875
351686,341,5,31/05/2013,1096,1,1,0,0,10805.94140625
67617,101,1,10/03/2014,719,1,0,0,0,6040.11962890625
397798,209,5,25/01/2013,567,1,1,0,0,5878.84619140625
579421,262,1,07/01/2013,2995,1,1,0,0,19080.21875
477,923,7,05/07/2015,0,0,0,0,0,0.0
271012,674,7,12/05/2013,0,0,0,0,0,0.0
114222,340,3,12/02/2014,678,1,0,0,0,5700.24072265625
365308,982,6,07/03/2015,603,1,0,0,0,5758.4521484375
198052,188,2,09/04/2013,429,1,1,0,0,4839.61474609375
153193,62,5,07/06/2013,737,1,1,0,0,7002.17626953125
650444,796,1,09/03/2015,717,1,0,0,0,6339.2666015625
595753,953,4,18/12/2014,796,1,1,0,0,8964.2548828125
696907,254,1,07/07/2014,239,1,0,0,0,2275.96875
479045,545,5,14/02/2014,1048,1,0,0,0,8015.6826171875
354362,814,7,01/02/2015,0,0,0,0,0,0.0
277776,599,6,25/07/2015,878,1,0,0,0,7420.27978515625
274088,18,3,19/06/2013,696,1,1,0,0,6714.37451171875
285378,296,4,22/05/2014,811,1,1,0,0,7779.27490234375
578110,1051,7,17/02/2013,0,0,0,0,0,0.0
517419,9,4,12/09/2013,535,1,1,0,0,5740.0478515625
364104,414,2,16/04/2013,362,1,0,0,0,3377.779052734375
71794,817,4,14/02/2013,3621,1,0,0,0,19499.916015625
509267,358,3,13/08/2014,941,1,0,0,1,7348.26953125
585613,536,7,21/04/2013,0,0,0,0,0,0.0
257283,206,5,10/01/2014,881,1,1,0,0,8117.49072265625
584960,453,3,18/12/2013,949,1,1,0,0,10370.9208984375
496105,677,5,12/06/2015,472,1,0,0,0,4679.72021484375
43490,773,4,11/07/2013,773,1,0,0,1,6394.89501953125
513200,442,3,17/06/2015,447,1,1,0,0,5409.76220703125
308065,19,2,28/01/2014,588,1,0,0,0,5053.96044921875
156618,946,3,19/03/2014,556,1,1,0,0,5815.736328125
435827,827,5,04/04/2014,1642,1,1,0,0,13275.2548828125
666237,493,5,22/05/2015,950,1,1,0,0,8690.4091796875
152134,1068,1,14/04/2014,426,1,1,0,1,5585.68603515625
629465,744,2,27/01/2015,761,1,1,0,0,7747.0693359375
16787,444,1,17/11/2014,1426,1,0,0,0,10142.283203125
163835,675,5,05/04/2013,445,1,0,0,1,4412.2392578125
643526,880,4,16/04/2015,894,1,1,0,0,8955.6015625
627026,944,6,02/03/2013,1536,1,0,0,0,11378.658203125
51672,267,1,16/12/2013,1906,1,1,0,0,18802.23828125
297399,305,4,02/10/2014,700,1,1,0,0,7182.369140625
392575,364,2,24/03/2015,540,1,0,0,0,5062.90625
217392,651,4,28/08/2014,833,1,0,0,0,6898.8310546875
648312,239,1,30/06/2014,646,1,1,0,0,8293.9873046875
205655,595,6,09/02/2013,1947,1,0,0,0,13103.3447265625
664304,746,1,29/06/2015,639,1,1,0,0,7806.607421875
705465,13,2,13/05/2014,304,1,0,0,0,2993.594970703125
561433,747,1,04/08/2014,913,1,1,0,1,9286.05078125
189989,294,7,15/12/2013,0,0,0,0,0,0.0
120212,1007,5,14/06/2013,733,1,0,0,0,6271.8896484375
481855,1112,6,12/04/2014,721,1,0,0,0,6123.01318359375
390613,517,5,03/04/2015,0,0,1,b,1,0.0
561080,750,7,29/12/2013,0,0,0,0,0,0.0
699900,585,2,27/08/2013,1028,1,1,0,0,9128.7568359375
229113,1086,2,09/09/2014,573,1,0,0,0,5119.42529296875
175190,318,2,08/01/2013,703,1,1,0,0,7184.349609375
225015,203,4,31/01/2013,738,1,0,0,0,6626.78466796875
42908,298,1,03/02/2014,747,1,1,0,0,8442.5546875
154964,142,7,24/08/2014,0,0,0,0,0,0.0
661020,861,4,18/04/2013,452,1,0,0,0,4211.08837890625
31353,883,2,17/12/2013,769,1,1,0,0,9397.2431640625
510776,681,7,01/02/2015,0,0,0,0,0,0.0
22424,526,7,11/08/2013,0,0,0,0,0,0.0
206864,1044,1,02/02/2015,1049,1,1,0,0,10609.4697265625
60680,676,2,13/08/2013,1359,1,1,0,1,11964.4267578125
148899,110,6,25/01/2014,282,1,0,0,0,2727.545166015625
537280,76,2,10/12/2013,894,1,0,0,0,7749.640625
559240,563,4,03/04/2014,830,1,1,0,0,8169.248046875
234333,176,6,12/07/2014,390,1,0,0,0,3891.58447265625
668878,421,2,10/12/2013,996,1,0,0,0,8241.3466796875
236171,351,2,23/09/2014,414,1,0,0,0,3854.947265625
486844,958,1,24/03/2014,578,1,0,0,0,5092.38037109375
346800,166,2,30/07/2013,981,1,1,0,1,9959.78125
707029,283,4,02/05/2013,818,1,1,0,0,8371.49609375
110961,982,2,12/11/2013,515,1,0,0,0,4736.9677734375
545963,628,2,23/12/2014,1120,1,0,0,1,11377.6171875
425804,829,6,02/02/2013,970,1,0,0,0,8232.1533203125
611203,227,1,07/07/2014,574,1,0,0,1,5274.60302734375
38217,827,1,20/05/2013,0,0,0,a,0,0.0
612048,467,1,14/04/2014,1842,1,1,0,1,15899.9990234375
592599,767,4,19/12/2013,889,1,1,0,0,9755.4345703125
33123,19,7,26/07/2015,0,0,0,0,0,0.0
188649,803,6,25/07/2015,388,1,0,0,0,4127.84326171875
40372,536,2,29/10/2013,841,1,0,0,1,6750.20703125
604844,1009,3,06/03/2013,485,1,1,0,0,5305.5166015625
285510,810,4,07/11/2013,492,1,1,0,0,5451.69384765625
134870,342,4,07/11/2013,754,1,1,0,0,7508.90234375
249386,382,1,26/08/2013,875,1,1,0,1,8587.1845703125
127248,1063,1,30/06/2014,704,1,1,0,0,8716.0703125
153741,242,4,18/04/2013,310,1,0,0,0,2945.5595703125
642389,12,1,03/02/2014,1200,1,1,0,0,11705.87890625
547987,779,4,14/05/2015,0,0,0,a,0,0.0
23897,948,4,27/11/2014,1813,1,1,0,0,14697.1728515625
163856,667,2,19/08/2014,828,1,1,0,1,8047.193359375
655938,728,7,31/05/2015,0,0,0,0,0,0.0
395837,47,7,24/02/2013,0,0,0,0,0,0.0
91662,661,7,16/02/2014,0,0,0,0,0,0.0
326741,407,7,22/02/2015,0,0,0,0,0,0.0
454951,278,1,18/03/2013,753,1,1,0,0,7794.74267578125
467219,99,6,30/05/2015,554,1,0,0,0,5992.53125
391861,262,6,28/02/2015,3158,1,0,0,0,16961.12109375
250007,840,3,24/09/2014,1019,1,0,0,0,7449.8740234375
291715,725,7,01/03/2015,0,0,0,0,0,0.0
59206,393,5,10/07/2015,553,1,0,0,1,5261.783203125
66116,615,4,28/03/2013,1438,1,1,0,1,12962.8564453125
646933,41,6,11/07/2015,450,1,0,0,0,4643.98388671875
551216,358,1,08/09/2014,1038,1,0,0,0,7726.6376953125
554303,219,7,29/03/2015,0,0,0,0,0,0.0
190074,137,1,09/03/2015,1023,1,0,0,0,7989.0625
639742,979,1,05/01/2015,832,1,1,0,0,8973.2705078125
262917,789,7,26/07/2015,0,0,0,0,0,0.0
482558,272,7,14/12/2014,0,0,0,0,0,0.0
224551,477,6,03/01/2015,409,1,0,0,0,4059.17529296875
538872,755,7,13/07/2014,0,0,0,0,0,0.0
567162,436,2,05/02/2013,737,1,1,0,1,7348.62255859375
232570,1039,5,17/07/2015,852,1,1,0,1,8176.38720703125
643123,199,1,01/06/2015,813,1,1,0,0,9243.482421875
598923,862,5,11/07/2014,1097,1,0,0,0,8266.6435546875
482850,389,1,04/03/2013,1519,1,1,0,1,13433.2978515625
418928,210,3,23/10/2013,298,1,1,0,0,3445.563232421875
312744,974,5,13/09/2013,1612,1,1,0,0,13069.154296875
460330,213,2,30/04/2013,748,1,1,0,0,7861.39599609375
136609,887,2,26/02/2013,425,1,0,0,0,3956.65771484375
550101,110,2,17/06/2014,678,1,1,0,0,7258.4794921875
275876,602,6,05/04/2014,475,1,0,0,0,4760.97802734375
291711,344,1,15/09/2014,1496,1,1,0,0,12998.8349609375
663276,680,4,25/07/2013,685,1,0,0,1,5711.64892578125
324971,475,6,31/01/2015,1096,1,0,0,0,9876.236328125
160168,444,6,30/08/2014,1763,1,0,0,0,12291.056640625
520238,573,4,14/02/2013,269,1,0,0,1,2808.849365234375
364135,190,4,04/04/2013,582,1,0,0,1,5244.43017578125
338543,531,2,02/09/2014,734,1,1,0,0,7458.7236328125
183589,431,1,04/08/2014,1121,1,1,0,1,10497.5068359375
391756,815,6,08/03/2014,907,1,0,0,0,7150.060546875
142466,56,7,26/07/2015,0,0,0,0,0,0.0
339028,492,4,21/02/2013,1003,1,1,0,0,8654.6416015625
689639,702,5,16/01/2015,375,1,1,0,0,4354.369140625
584170,442,3,13/11/2013,359,1,0,0,0,3387.05322265625
650892,790,3,27/02/2013,561,1,0,0,0,5022.1337890625
345689,424,2,19/11/2013,809,1,1,0,0,7934.6787109375
540725,185,3,20/08/2014,520,1,1,0,1,5480.4306640625
313702,416,5,04/01/2013,1198,1,0,0,1,8996.7060546875
618286,660,2,17/03/2015,610,1,1,0,0,6699.13818359375
303887,949,4,03/04/2014,530,1,1,0,0,5739.79736328125
508450,335,4,19/06/2014,1675,1,1,a,0,9733.0986328125
128873,928,4,07/08/2014,693,1,1,0,1,6811.63671875
233807,402,5,28/03/2014,581,1,0,0,0,5476.56689453125
273039,781,7,01/12/2013,0,0,0,0,0,0.0
297157,602,6,22/06/2013,514,1,0,0,0,4808.35400390625
398058,335,4,10/10/2013,3011,1,1,0,0,17869.2265625
872,593,1,29/09/2014,1426,1,1,0,0,12940.8359375
392510,665,5,05/09/2014,1316,1,1,0,1,10746.564453125
454260,245,5,14/02/2014,1096,1,0,0,0,8254.15625
336670,1046,7,28/12/2014,0,0,0,0,0,0.0
331160,1076,4,20/02/2014,581,1,1,0,0,5976.72265625
226800,320,2,23/06/2015,1883,1,0,0,0,12675.71484375
66358,325,1,25/08/2014,600,1,0,0,0,5231.92236328125
338694,144,7,29/03/2015,0,0,0,0,0,0.0
556025,99,5,14/06/2013,385,1,0,0,0,3874.108642578125
275217,694,5,13/03/2015,727,1,0,0,0,6497.908203125
401369,1109,7,08/02/2015,0,0,0,0,0,0.0
409204,783,2,09/07/2013,601,1,0,0,0,5456.478515625
542812,585,4,16/01/2014,822,1,0,0,0,6428.732421875
648082,957,7,21/09/2014,0,0,0,0,0,0.0
241015,1062,4,12/12/2013,570,1,0,0,0,5592.2421875
617302,455,5,19/07/2013,413,1,1,0,0,4736.84423828125
108923,718,5,13/09/2013,962,1,1,0,0,8697.529296875
184661,51,1,21/10/2013,550,1,1,0,0,5984.0859375
417379,6,1,17/02/2014,754,1,1,0,1,8086.478515625
156086,669,1,11/11/2013,357,1,0,0,0,3425.156494140625
347653,461,4,29/05/2014,0,0,0,a,0,0.0
353768,37,5,22/02/2013,937,1,1,0,0,8227.3291015625
135914,892,5,01/02/2013,944,1,0,0,0,8166.14794921875
187084,928,3,23/10/2013,625,1,1,0,1,6139.42041015625
233176,1038,7,20/10/2013,0,0,0,0,0,0.0
298829,174,3,08/05/2013,497,1,0,0,0,4915.8291015625
245267,939,2,08/07/2014,450,1,0,0,1,4412.70703125
424257,583,6,11/01/2014,329,1,0,0,0,3282.47021484375
6458,246,5,31/07/2015,1131,1,1,0,1,11103.2841796875
589740,136,3,10/07/2013,305,1,0,0,0,2990.630859375
107684,913,3,03/04/2013,1021,1,0,0,1,7800.63623046875
308929,771,1,24/06/2013,643,1,0,0,0,5519.2587890625
487148,1063,3,30/10/2013,491,1,0,0,0,4773.4208984375
216667,204,5,10/04/2015,511,1,0,0,1,4783.03125
502074,328,1,04/08/2014,672,1,1,0,1,7390.86474609375
100319,651,5,31/01/2014,958,1,0,0,0,8318.748046875
72295,160,7,24/03/2013,0,0,0,0,0,0.0
38216,462,4,24/10/2013,668,1,1,0,1,6320.2734375
575784,529,1,09/06/2014,0,0,0,a,0,0.0
600695,828,1,30/06/2014,922,1,1,0,0,10703.3388671875
452095,453,6,08/11/2014,716,1,0,0,0,6345.18310546875
673486,453,1,09/09/2013,1061,1,1,0,0,9947.4775390625
45870,462,3,18/02/2015,625,1,1,0,0,6623.02001953125
661225,268,6,12/04/2014,438,1,0,0,1,4266.580078125
299568,355,5,14/02/2014,1080,1,0,0,0,8127.0712890625
128673,296,3,11/03/2015,759,1,0,0,0,6389.44384765625
271688,882,2,05/03/2013,1276,1,1,0,0,10964.0634765625
286817,751,6,12/04/2014,563,1,0,0,0,5066.90673828125
627423,294,1,04/02/2013,948,1,1,0,0,9514.08203125
133154,923,5,27/06/2014,598,1,0,0,0,5531.9052734375
49958,406,4,24/10/2013,420,1,1,0,0,4480.62646484375
246108,787,4,19/12/2013,1590,1,1,0,0,14437.212890625
282552,1057,1,13/04/2015,694,1,1,0,1,8205.140625
663950,139,6,09/02/2013,323,1,0,0,0,3136.908447265625
144010,1111,3,11/06/2014,440,1,0,0,0,4332.109375
61332,772,6,27/06/2015,480,1,0,0,0,5006.96875
487722,723,4,22/05/2014,547,1,1,0,0,5799.85546875
137769,219,2,27/08/2013,450,1,1,0,1,5060.5673828125
338615,902,6,02/05/2015,740,1,0,0,0,7502.89208984375
576432,308,3,02/07/2014,1110,1,1,0,0,9998.806640625
516016,516,3,14/01/2015,791,1,1,0,0,7772.70654296875
363035,71,3,20/02/2013,776,1,1,0,0,7455.767578125
118443,928,7,06/07/2014,0,0,0,0,0,0.0
314913,397,7,05/01/2014,0,0,0,0,0,0.0
603860,436,4,12/03/2015,549,1,0,0,0,5078.38818359375
390132,815,3,07/01/2015,699,1,1,0,0,7319.38818359375
216409,983,4,23/05/2013,1189,1,0,0,0,8887.83984375
477930,967,3,07/05/2014,893,1,1,0,0,8478.4580078125
62450,204,4,28/11/2013,508,1,0,0,0,5082.83154296875
487856,344,7,06/04/2014,0,0,0,0,0,0.0
320105,269,6,06/12/2014,1192,1,0,0,0,9526.380859375
667651,777,7,16/03/2014,0,0,0,0,0,0.0
306570,357,3,14/05/2014,925,1,0,0,0,7603.27587890625
533299,190,6,02/03/2013,518,1,0,0,0,5169.59765625
134439,610,6,27/09/2014,382,1,0,0,0,3612.442626953125
61136,201,5,11/04/2014,456,1,0,0,0,4351.8916015625
354442,467,5,16/05/2014,1448,1,0,0,0,9970.86328125
572349,507,4,25/07/2013,523,1,0,0,1,4698.00341796875
329852,1033,5,10/01/2014,1359,1,1,0,0,11319.0322265625
70659,168,6,04/07/2015,469,1,0,0,0,4711.5224609375
32997,785,3,26/03/2014,437,1,0,0,0,4152.75732421875
580492,884,3,09/10/2013,539,1,1,0,0,5971.2021484375
389638,94,4,12/02/2015,491,1,0,0,0,4677.001953125
370587,819,4,08/08/2013,612,1,0,0,0,5477.37841796875
237792,945,4,24/07/2014,431,1,0,0,1,4101.4521484375
397507,576,2,15/04/2014,1230,1,1,0,1,11592.4970703125
674521,428,6,30/05/2015,501,1,0,0,0,5470.17822265625
655712,415,1,16/03/2015,619,1,1,0,0,6961.462890625
315892,415,2,08/10/2013,488,1,1,0,1,5260.05810546875
500916,768,2,26/08/2014,1442,1,0,0,0,9998.7666015625
83844,949,4,27/11/2014,515,1,1,0,0,6003.27734375
31794,990,7,07/07/2013,0,0,0,0,0,0.0
153432,36,4,17/10/2013,995,1,0,0,0,7473.8583984375
125433,330,6,15/06/2013,457,1,0,0,0,4419.74951171875
444677,983,3,14/08/2013,1849,1,1,0,1,15133.1171875
323035,998,6,02/05/2015,607,1,0,0,0,6556.18994140625
699604,859,1,31/03/2014,848,1,1,0,0,9824.8779296875
587586,1088,6,21/12/2013,539,1,0,0,0,6004.5693359375
472151,40,4,05/09/2013,539,1,0,0,0,4723.42431640625
512534,610,7,26/01/2014,0,0,0,0,0,0.0
196217,466,6,29/03/2014,442,1,0,0,0,4450.60986328125
473373,246,4,27/02/2014,844,1,0,0,0,6791.3662109375
594896,20,5,16/05/2014,774,1,0,0,0,6576.51123046875
51552,392,7,13/07/2014,0,0,0,0,0,0.0
324086,14,2,04/03/2014,821,1,1,0,0,8637.4892578125
95740,786,6,14/03/2015,165,1,0,0,0,1706.955322265625
230481,817,2,02/09/2014,3327,1,1,0,0,17899.56640625
510940,823,7,26/10/2014,0,0,0,0,0,0.0
200671,594,2,30/12/2014,496,1,0,0,1,5267.47998046875
78853,729,6,21/06/2014,866,1,0,0,0,7110.771484375
553739,714,3,16/01/2013,151,1,0,0,0,1386.8673095703125
447721,266,1,03/02/2014,667,1,1,0,0,7686.150390625
444171,123,4,18/07/2013,1062,1,1,0,1,9524.216796875
639400,854,5,28/11/2014,769,1,1,0,0,8428.75
669735,497,7,08/03/2015,0,0,0,0,0,0.0
494962,489,1,03/03/2014,1070,1,1,0,0,10788.3076171875
601506,168,7,03/11/2013,0,0,0,0,0,0.0
429877,582,7,26/07/2015,0,0,0,0,0,0.0
44226,476,1,11/08/2014,642,1,0,0,1,5691.42626953125
658049,127,5,01/11/2013,0,0,0,a,0,0.0
459208,638,2,23/04/2013,465,1,1,0,0,5034.49462890625
271723,758,6,02/02/2013,368,1,0,0,0,3676.7001953125
468454,42,6,05/10/2013,888,1,0,0,0,7403.02099609375
672244,901,2,10/06/2014,746,1,0,0,0,6402.43017578125
20865,858,1,01/04/2013,0,0,0,b,1,0.0
564331,1113,6,19/04/2014,918,1,0,0,0,7467.8427734375
407385,819,5,01/03/2013,560,1,0,0,0,5387.2890625
445963,560,2,29/04/2014,1568,1,1,0,0,13633.048828125
321551,430,2,19/03/2013,614,1,1,0,0,6374.18701171875
91192,748,4,26/02/2015,414,1,0,0,0,4169.44775390625
219404,173,7,09/06/2013,0,0,0,0,0,0.0
706056,422,4,10/07/2014,498,1,0,0,0,4748.97265625
153147,155,2,07/07/2015,444,1,0,0,0,4621.22216796875
441191,703,5,14/03/2014,362,1,0,0,0,3642.744873046875
595442,365,1,04/02/2013,638,1,1,0,0,7050.33447265625
641365,716,7,26/04/2015,0,0,0,0,0,0.0
99391,63,3,10/06/2015,497,1,0,0,0,4889.58203125
507343,836,3,26/03/2014,728,1,0,0,0,5991.736328125
476513,449,7,08/06/2014,0,0,0,0,0,0.0
203448,623,3,14/08/2013,913,1,1,0,1,8914.2607421875
596099,908,6,09/11/2013,207,1,0,0,0,1618.42431640625
266982,968,3,30/04/2014,1184,1,1,0,0,11669.9775390625
580950,973,1,26/05/2014,694,1,0,0,0,5946.02734375
355902,366,2,10/03/2015,523,1,0,0,0,4929.6103515625
348340,565,2,15/01/2013,566,1,0,0,0,4860.74853515625
463972,823,2,25/03/2014,528,1,0,0,0,4800.86474609375
602659,615,5,14/02/2014,1199,1,0,0,0,8938.8779296875
404486,924,6,28/12/2013,301,1,0,0,0,2932.744140625
